ID,Region,Date,ConfirmedCases
1256,Yamaguchi,2020-12-02,398
1257,Yamaguchi,2020-12-03,402
1258,Yamaguchi,2020-12-04,406
1259,Yamaguchi,2020-12-05,409
1260,Yamaguchi,2020-12-06,410
1261,Tokushima,2020-11-01,164
1262,Tokushima,2020-11-02,164
1263,Tokushima,2020-11-03,164
1264,Tokushima,2020-11-04,164
1265,Tokushima,2020-11-05,164
1266,Tokushima,2020-11-06,167
1267,Tokushima,2020-11-07,167
1268,Tokushima,2020-11-08,167
1269,Tokushima,2020-11-09,168
1270,Tokushima,2020-11-10,170
1271,Tokushima,2020-11-11,170
1272,Tokushima,2020-11-12,170
1273,Tokushima,2020-11-13,170
1274,Tokushima,2020-11-14,171
1275,Tokushima,2020-11-15,171
1276,Tokushima,2020-11-16,171
1277,Tokushima,2020-11-17,173
1278,Tokushima,2020-11-18,174
1279,Tokushima,2020-11-19,175
1280,Tokushima,2020-11-20,176
1281,Tokushima,2020-11-21,178
1282,Tokushima,2020-11-22,179
1283,Tokushima,2020-11-23,179
1284,Tokushima,2020-11-24,179
1285,Tokushima,2020-11-25,179
1286,Tokushima,2020-11-26,180
1287,Tokushima,2020-11-27,181
1288,Tokushima,2020-11-28,181
1289,Tokushima,2020-11-29,181
1290,Tokushima,2020-11-30,181
1291,Tokushima,2020-12-01,181
1292,Tokushima,2020-12-02,182
1293,Tokushima,2020-12-03,183
1294,Tokushima,2020-12-04,185
1295,Tokushima,2020-12-05,186
1296,Tokushima,2020-12-06,186
1297,Kagawa,2020-11-01,102
1298,Kagawa,2020-11-02,102
1299,Kagawa,2020-11-03,102
1300,Kagawa,2020-11-04,103
1301,Kagawa,2020-11-05,104
1302,Kagawa,2020-11-06,104
1303,Kagawa,2020-11-07,105
1304,Kagawa,2020-11-08,107
1305,Kagawa,2020-11-09,107
1306,Kagawa,2020-11-10,108
1307,Kagawa,2020-11-11,110
1308,Kagawa,2020-11-12,113
1309,Kagawa,2020-11-13,114
1310,Kagawa,2020-11-14,114
1311,Kagawa,2020-11-15,115
1312,Kagawa,2020-11-16,122
1313,Kagawa,2020-11-17,123
1314,Kagawa,2020-11-18,126
1315,Kagawa,2020-11-19,128
1316,Kagawa,2020-11-20,130
1317,Kagawa,2020-11-21,132
1318,Kagawa,2020-11-22,132
1319,Kagawa,2020-11-23,133
1320,Kagawa,2020-11-24,133
1321,Kagawa,2020-11-25,135
1322,Kagawa,2020-11-26,136
1323,Kagawa,2020-11-27,139
1324,Kagawa,2020-11-28,143
1325,Kagawa,2020-11-29,144
1326,Kagawa,2020-11-30,148
1327,Kagawa,2020-12-01,149
1328,Kagawa,2020-12-02,155
1329,Kagawa,2020-12-03,156
1330,Kagawa,2020-12-04,160
1331,Kagawa,2020-12-05,164
1332,Kagawa,2020-12-06,165
1333,Ehime,2020-11-01,116
1334,Ehime,2020-11-02,116
1335,Ehime,2020-11-03,116
1336,Ehime,2020-11-04,116
1337,Ehime,2020-11-05,116
1338,Ehime,2020-11-06,117
1339,Ehime,2020-11-07,117
1340,Ehime,2020-11-08,117
1341,Ehime,2020-11-09,117
1342,Ehime,2020-11-10,117
1343,Ehime,2020-11-11,117
1344,Ehime,2020-11-12,121
1345,Ehime,2020-11-13,123
1346,Ehime,2020-11-14,123
1347,Ehime,2020-11-15,129
1348,Ehime,2020-11-16,130
1349,Ehime,2020-11-17,138
1350,Ehime,2020-11-18,144
1351,Ehime,2020-11-19,154
1352,Ehime,2020-11-20,166
1353,Ehime,2020-11-21,185
1354,Ehime,2020-11-22,208
1355,Ehime,2020-11-23,234
1356,Ehime,2020-11-24,251
1357,Ehime,2020-11-25,265
1358,Ehime,2020-11-26,283
1359,Ehime,2020-11-27,296
1360,Ehime,2020-11-28,304
1361,Ehime,2020-11-29,311
1362,Ehime,2020-11-30,314
1363,Ehime,2020-12-01,320
1364,Ehime,2020-12-02,320
1365,Ehime,2020-12-03,325
1366,Ehime,2020-12-04,332
1367,Ehime,2020-12-05,334
1368,Ehime,2020-12-06,338
1369,Kouchi,2020-11-01,144
1370,Kouchi,2020-11-02,144
1371,Kouchi,2020-11-03,144
1372,Kouchi,2020-11-04,144
1373,Kouchi,2020-11-05,144
1374,Kouchi,2020-11-06,144
1375,Kouchi,2020-11-07,144
1376,Kouchi,2020-11-08,144
1377,Kouchi,2020-11-09,144
1378,Kouchi,2020-11-10,144
1379,Kouchi,2020-11-11,144
1380,Kouchi,2020-11-12,144
1381,Kouchi,2020-11-13,144
1382,Kouchi,2020-11-14,144
1383,Kouchi,2020-11-15,144
1384,Kouchi,2020-11-16,144
1385,Kouchi,2020-11-17,144
1386,Kouchi,2020-11-18,144
1387,Kouchi,2020-11-19,144
1388,Kouchi,2020-11-20,144
1389,Kouchi,2020-11-21,146
1390,Kouchi,2020-11-22,146
1391,Kouchi,2020-11-23,148
1392,Kouchi,2020-11-24,148
1393,Kouchi,2020-11-25,149
1394,Kouchi,2020-11-26,149
1395,Kouchi,2020-11-27,149
1396,Kouchi,2020-11-28,149
1397,Kouchi,2020-11-29,150
1398,Kouchi,2020-11-30,152
1399,Kouchi,2020-12-01,157
1400,Kouchi,2020-12-02,165
1401,Kouchi,2020-12-03,180
1402,Kouchi,2020-12-04,196
1403,Kouchi,2020-12-05,215
1404,Kouchi,2020-12-06,233
1405,Hukuoka,2020-11-01,5232
1406,Hukuoka,2020-11-02,5236
1407,Hukuoka,2020-11-03,5238
1408,Hukuoka,2020-11-04,5247
1409,Hukuoka,2020-11-05,5252
1410,Hukuoka,2020-11-06,5269
1411,Hukuoka,2020-11-07,5277
1412,Hukuoka,2020-11-08,5281
1413,Hukuoka,2020-11-09,5285
1414,Hukuoka,2020-11-10,5308
1415,Hukuoka,2020-11-11,5329
1416,Hukuoka,2020-11-12,5345
1417,Hukuoka,2020-11-13,5361
1418,Hukuoka,2020-11-14,5368
1419,Hukuoka,2020-11-15,5380
1420,Hukuoka,2020-11-16,5388
1421,Hukuoka,2020-11-17,5399
1422,Hukuoka,2020-11-18,5421
1423,Hukuoka,2020-11-19,5443
1424,Hukuoka,2020-11-20,5478
1425,Hukuoka,2020-11-21,5514
1426,Hukuoka,2020-11-22,5544
1427,Hukuoka,2020-11-23,5553
1428,Hukuoka,2020-11-24,5564
1429,Hukuoka,2020-11-25,5592
1430,Hukuoka,2020-11-26,5645
1431,Hukuoka,2020-11-27,5703
1432,Hukuoka,2020-11-28,5758
1433,Hukuoka,2020-11-29,5801
1434,Hukuoka,2020-11-30,5828
1435,Hukuoka,2020-12-01,5861
1436,Hukuoka,2020-12-02,5903
1437,Hukuoka,2020-12-03,5934
1438,Hukuoka,2020-12-04,5979
1439,Hukuoka,2020-12-05,6021
1440,Hukuoka,2020-12-06,6062
1441,Saga,2020-11-01,254
1442,Saga,2020-11-02,256
1443,Saga,2020-11-03,264
1444,Saga,2020-11-04,266
1445,Saga,2020-11-05,266
1446,Saga,2020-11-06,267
1447,Saga,2020-11-07,268
1448,Saga,2020-11-08,268
1449,Saga,2020-11-09,274
1450,Saga,2020-11-10,274
1451,Saga,2020-11-11,275
1452,Saga,2020-11-12,276
1453,Saga,2020-11-13,276
1454,Saga,2020-11-14,278
1455,Saga,2020-11-15,278
1456,Saga,2020-11-16,279
1457,Saga,2020-11-17,280
1458,Saga,2020-11-18,284
1459,Saga,2020-11-19,290
1460,Saga,2020-11-20,290
1461,Saga,2020-11-21,293
1462,Saga,2020-11-22,293
1463,Saga,2020-11-23,293
1464,Saga,2020-11-24,297
1465,Saga,2020-11-25,299
1466,Saga,2020-11-26,300
1467,Saga,2020-11-27,300
1468,Saga,2020-11-28,307
1469,Saga,2020-11-29,307
1470,Saga,2020-11-30,309
1471,Saga,2020-12-01,319
1472,Saga,2020-12-02,325
1473,Saga,2020-12-03,329
1474,Saga,2020-12-04,333
1475,Saga,2020-12-05,336
1476,Saga,2020-12-06,337
1477,Nagasaki,2020-11-01,245
1478,Nagasaki,2020-11-02,245
1479,Nagasaki,2020-11-03,245
1480,Nagasaki,2020-11-04,245
1481,Nagasaki,2020-11-05,246
1482,Nagasaki,2020-11-06,249
1483,Nagasaki,2020-11-07,249
1484,Nagasaki,2020-11-08,249
1485,Nagasaki,2020-11-09,249
1486,Nagasaki,2020-11-10,249
1487,Nagasaki,2020-11-11,249
1488,Nagasaki,2020-11-12,249
1489,Nagasaki,2020-11-13,250
1490,Nagasaki,2020-11-14,250
1491,Nagasaki,2020-11-15,251
1492,Nagasaki,2020-11-16,251
1493,Nagasaki,2020-11-17,252
1494,Nagasaki,2020-11-18,253
1495,Nagasaki,2020-11-19,254
1496,Nagasaki,2020-11-20,257
1497,Nagasaki,2020-11-21,260
1498,Nagasaki,2020-11-22,261
1499,Nagasaki,2020-11-23,262
1500,Nagasaki,2020-11-24,263
1501,Nagasaki,2020-11-25,264
1502,Nagasaki,2020-11-26,265
1503,Nagasaki,2020-11-27,269
1504,Nagasaki,2020-11-28,269
1505,Nagasaki,2020-11-29,271
1506,Nagasaki,2020-11-30,271
1507,Nagasaki,2020-12-01,273
1508,Nagasaki,2020-12-02,274
1509,Nagasaki,2020-12-03,274
1510,Nagasaki,2020-12-04,274
1511,Nagasaki,2020-12-05,274
1512,Nagasaki,2020-12-06,277
1513,Kumamoto,2020-11-01,802
1514,Kumamoto,2020-11-02,808
1515,Kumamoto,2020-11-03,814
1516,Kumamoto,2020-11-04,825
1517,Kumamoto,2020-11-05,836
1518,Kumamoto,2020-11-06,843
1519,Kumamoto,2020-11-07,847
1520,Kumamoto,2020-11-08,854
1521,Kumamoto,2020-11-09,857
1522,Kumamoto,2020-11-10,860
1523,Kumamoto,2020-11-11,866
1524,Kumamoto,2020-11-12,877
1525,Kumamoto,2020-11-13,887
1526,Kumamoto,2020-11-14,903
1527,Kumamoto,2020-11-15,915
1528,Kumamoto,2020-11-16,918
1529,Kumamoto,2020-11-17,932
1530,Kumamoto,2020-11-18,939
1531,Kumamoto,2020-11-19,944
1532,Kumamoto,2020-11-20,952
1533,Kumamoto,2020-11-21,964
1534,Kumamoto,2020-11-22,970
1535,Kumamoto,2020-11-23,973
1536,Kumamoto,2020-11-24,975
1537,Kumamoto,2020-11-25,980
1538,Kumamoto,2020-11-26,995
1539,Kumamoto,2020-11-27,1006
1540,Kumamoto,2020-11-28,1010
1541,Kumamoto,2020-11-29,1018
1542,Kumamoto,2020-11-30,1023
1543,Kumamoto,2020-12-01,1041
1544,Kumamoto,2020-12-02,1052
1545,Kumamoto,2020-12-03,1060
1546,Kumamoto,2020-12-04,1075
1547,Kumamoto,2020-12-05,1083
1548,Kumamoto,2020-12-06,1092
1549,Ooita,2020-11-01,159
1550,Ooita,2020-11-02,159
1551,Ooita,2020-11-03,159
1552,Ooita,2020-11-04,159
1553,Ooita,2020-11-05,159
1554,Ooita,2020-11-06,160
1555,Ooita,2020-11-07,160
1556,Ooita,2020-11-08,161
1557,Ooita,2020-11-09,161
1558,Ooita,2020-11-10,161
1559,Ooita,2020-11-11,162
1560,Ooita,2020-11-12,163
1561,Ooita,2020-11-13,163
1562,Ooita,2020-11-14,164
1563,Ooita,2020-11-15,164
1564,Ooita,2020-11-16,168
1565,Ooita,2020-11-17,179
1566,Ooita,2020-11-18,189
1567,Ooita,2020-11-19,196
1568,Ooita,2020-11-20,208
1569,Ooita,2020-11-21,209
1570,Ooita,2020-11-22,219
1571,Ooita,2020-11-23,223
1572,Ooita,2020-11-24,228
1573,Ooita,2020-11-25,238
1574,Ooita,2020-11-26,246
1575,Ooita,2020-11-27,255
1576,Ooita,2020-11-28,273
1577,Ooita,2020-11-29,280
1578,Ooita,2020-11-30,295
1579,Ooita,2020-12-01,309
1580,Ooita,2020-12-02,324
1581,Ooita,2020-12-03,342
1582,Ooita,2020-12-04,360
1583,Ooita,2020-12-05,378
1584,Ooita,2020-12-06,397
1585,Miyazaki,2020-11-01,367
1586,Miyazaki,2020-11-02,367
1587,Miyazaki,2020-11-03,369
1588,Miyazaki,2020-11-04,371
1589,Miyazaki,2020-11-05,372
1590,Miyazaki,2020-11-06,372
1591,Miyazaki,2020-11-07,372
1592,Miyazaki,2020-11-08,373
1593,Miyazaki,2020-11-09,373
1594,Miyazaki,2020-11-10,373
1595,Miyazaki,2020-11-11,373
1596,Miyazaki,2020-11-12,373
1597,Miyazaki,2020-11-13,373
1598,Miyazaki,2020-11-14,373
1599,Miyazaki,2020-11-15,373
1600,Miyazaki,2020-11-16,374
1601,Miyazaki,2020-11-17,375
1602,Miyazaki,2020-11-18,385
1603,Miyazaki,2020-11-19,388
1604,Miyazaki,2020-11-20,399
1605,Miyazaki,2020-11-21,413
1606,Miyazaki,2020-11-22,427
1607,Miyazaki,2020-11-23,432
1608,Miyazaki,2020-11-24,438
1609,Miyazaki,2020-11-25,448
1610,Miyazaki,2020-11-26,457
1611,Miyazaki,2020-11-27,476
1612,Miyazaki,2020-11-28,483
1613,Miyazaki,2020-11-29,490
1614,Miyazaki,2020-11-30,502
1615,Miyazaki,2020-12-01,512
1616,Miyazaki,2020-12-02,520
1617,Miyazaki,2020-12-03,527
1618,Miyazaki,2020-12-04,536
1619,Miyazaki,2020-12-05,544
1620,Miyazaki,2020-12-06,556
1621,Kagoshima,2020-11-01,475
1622,Kagoshima,2020-11-02,475
1623,Kagoshima,2020-11-03,483
1624,Kagoshima,2020-11-04,488
1625,Kagoshima,2020-11-05,505
1626,Kagoshima,2020-11-06,518
1627,Kagoshima,2020-11-07,523
1628,Kagoshima,2020-11-08,534
1629,Kagoshima,2020-11-09,537
1630,Kagoshima,2020-11-10,542
1631,Kagoshima,2020-11-11,547
1632,Kagoshima,2020-11-12,548
1633,Kagoshima,2020-11-13,553
1634,Kagoshima,2020-11-14,554
1635,Kagoshima,2020-11-15,557
1636,Kagoshima,2020-11-16,558
1637,Kagoshima,2020-11-17,560
1638,Kagoshima,2020-11-18,576
1639,Kagoshima,2020-11-19,585
1640,Kagoshima,2020-11-20,592
1641,Kagoshima,2020-11-21,595
1642,Kagoshima,2020-11-22,597
1643,Kagoshima,2020-11-23,602
1644,Kagoshima,2020-11-24,602
1645,Kagoshima,2020-11-25,607
1646,Kagoshima,2020-11-26,612
1647,Kagoshima,2020-11-27,621
1648,Kagoshima,2020-11-28,623
1649,Kagoshima,2020-11-29,628
1650,Kagoshima,2020-11-30,629
1651,Kagoshima,2020-12-01,632
1652,Kagoshima,2020-12-02,637
1653,Kagoshima,2020-12-03,648
1654,Kagoshima,2020-12-04,653
1655,Kagoshima,2020-12-05,659
1656,Kagoshima,2020-12-06,673
1657,Okinawa,2020-11-01,3361
1658,Okinawa,2020-11-02,3374
1659,Okinawa,2020-11-03,3393
1660,Okinawa,2020-11-04,3409
1661,Okinawa,2020-11-05,3436
1662,Okinawa,2020-11-06,3457
1663,Okinawa,2020-11-07,3489
1664,Okinawa,2020-11-08,3518
1665,Okinawa,2020-11-09,3536
1666,Okinawa,2020-11-10,3561
1667,Okinawa,2020-11-11,3597
1668,Okinawa,2020-11-12,3621
1669,Okinawa,2020-11-13,3669
1670,Okinawa,2020-11-14,3695
1671,Okinawa,2020-11-15,3740
1672,Okinawa,2020-11-16,3767
1673,Okinawa,2020-11-17,3791
1674,Okinawa,2020-11-18,3832
1675,Okinawa,2020-11-19,3885
1676,Okinawa,2020-11-20,3925
1677,Okinawa,2020-11-21,3967
1678,Okinawa,2020-11-22,3999
1679,Okinawa,2020-11-23,4015
1680,Okinawa,2020-11-24,4031
1681,Okinawa,2020-11-25,4058
1682,Okinawa,2020-11-26,4132
1683,Okinawa,2020-11-27,4170
1684,Okinawa,2020-11-28,4248
1685,Okinawa,2020-11-29,4295
1686,Okinawa,2020-11-30,4327
1687,Okinawa,2020-12-01,4354
1688,Okinawa,2020-12-02,4401
1689,Okinawa,2020-12-03,4450
1690,Okinawa,2020-12-04,4497
1691,Okinawa,2020-12-05,4538
1692,Okinawa,2020-12-06,4577
